UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5DAcok8HH6USp7GPCKKhUgB5wzRcgL14kDVXYKN7MqURSCYX,5DkfV5ougGs23owZftTF3JaExtK9PrMqHx51i4kfo3aChjuU,0.16436046,0.0072327764,0.8757458,0.00686656,0.0072327764,0.0,0.013042212,0.0
1,5DoTux5n21FofFiK6pp56UGhxLTVuKrLBmxvvWXN93jKZzxS,5DJZrgJFZk7zWXuW3UjtnAR2YNnuWkTTvh4tXizXkwdFWpve,0.0,0.0044708936,0.8471351,0.0046692607,0.0044708936,0.0,0.008049905,0.0
2,5ChmbPgxvwLEm1L4QikAZ9D47xckdQJkanmdurJETjM183Sh,5HYA81KB8NrUH2VDedyFB4ZSyjLa6Yv9EVx3RzbNfhwcoBRQ,0.30137044,0.0044708936,0.868574,0.003982605,0.0044708936,0.0,0.008072156,0.0
3,5G1r4zAmKxYKYXaDB5Q796UZ2T7GH2ryfFnhAyX8rA1X4AXa,5GbzTUNtYFyUKbRGCT6YqLnYJZQ8y84C5YvQ4wLSQGu3TZWb,0.20393059,0.0045014117,0.84589916,0.0040589,0.0045014117,0.0,0.008108105,0.0
4,5FxXhoBGvNhaV3vWnUct2JSWFEfNCZLBYTBcotH9MQTRNdCR,5GbzTUNtYFyUKbRGCT6YqLnYJZQ8y84C5YvQ4wLSQGu3TZWb,0.0,0.0037842374,0.8132906,0.003509575,0.0037842374,0.0,0.006832642,0.0
5,5GeeHkXFk7PrMtWVUnwE5eGTmqZimRhNQiz6xTD1GeZM29Lb,5GR6uuGmusEog3VBeSqtGPVttgeFVjJ8vAQaVmW4NDGi2YzK,0.14535758,0.0050507365,0.9524529,0.0051270314,0.0050507365,0.0,0.00909692,0.0
6,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,325238.3,0.0,0.0,0.0,0.0,0.0651255,0.11721611,0.7775845
7,5Hp18g9P8hLGKp9W3ZDr4bvJwba6b6bY3P2u3VdYf8yMR8FM,5Fsaw8RJ1ptAf4kikHk6d8PVHS7vEd4whjccrFKKrCZ8XFRT,150330.72,0.0,0.0,0.0,0.0,0.029419394,0.05295282,0.76646066
8,5EvME9nn7HGYvtf2SFfqQJ8gUiMmJfCQD7ZrAxtc4jKCa4PX,5HYdKSttbn944BkkRLonVe2xdgLm8mXvMUtiy8aB3GfhLiQE,0.4594288,0.0050659953,0.8328832,0.0048981463,0.0050659953,0.0,0.009126663,0.0
9,5FCsa84bpz1jnnwdUAjaLh7PUqqnmFN4yMdYCYGmzFX4Stx4,5DJZrgJFZk7zWXuW3UjtnAR2YNnuWkTTvh4tXizXkwdFWpve,0.0,0.00065613794,0.31493095,0.0009155413,0.00065613794,0.0,0.001205403,0.0
10,5H9AQ8Fxm2ta6nHh7diqQRGYELD9BZ9nFKFzJy9QAZhade9R,5DJZrgJFZk7zWXuW3UjtnAR2YNnuWkTTvh4tXizXkwdFWpve,0.0,0.003418021,0.65400165,0.003479057,0.003418021,0.0,0.006173324,0.0
11,5Cg43ib26Ly74RMKm8tbNjFUejvG38Hn3BzY5SLW4PdDXq6x,5Dbx9CobDrxezjZVkJB4KsnNV7fmnviWPztgHqdCgiBiENnF,0.5694207,0.0036621653,0.81643397,0.0034027619,0.0036621653,0.0,0.00660399,0.0
12,5FCQfiAkWWrzzQzY8gzt9voVqgXjTUYiVFt6RZs9zJzrdb58,5FPEFTgTC3mmkx7wBX3nrrHhcReAzApTmjUQnvMRLtPxf4Gi,0.86770964,0.0050202184,0.88438237,0.0046387427,0.0050202184,0.0,0.009055642,0.0
13,5FWutXxmRQVteRzY3JSsDvhb2M6KunDBoXCJJtmELjaWJkL7,5CP9pYx62s3twZHKichkpkSQNuKxKwFbvQurrDi6d4qkECuT,0.0,0.006210422,0.8246433,0.005355917,0.006210422,0.0,0.011190753,0.0
14,5FWZh5miJUqdPnj98NaBRdvgXScBBdDRScYuF9kPcEu19wtm,5GnSzwEo1sdSHN1tZiGnuQiV19VVa65FxDawvmcMzCfwJLxt,0.31988662,0.002853437,0.8442664,0.0030975814,0.002853437,0.0,0.005154854,0.0
15,5Cr6Ym2GHN9rkZdr5vcYzehDVDPqyMAyDQ3EfZgDmPMs15kU,5CP9pYx62s3twZHKichkpkSQNuKxKwFbvQurrDi6d4qkECuT,0.16119565,0.0050659953,0.8993515,0.0044708936,0.0050659953,0.0,0.009136556,0.0
16,5CHrZpQsH3GxRiDh9SmwpPVEBEwm6LT3Enn1trBA7nytTUuC,5CVamBtUvhvoRP73TQowzmzLmGtCH3Lx9LbHyHNLsSFcU1L9,0.12601702,0.0023346303,0.7449607,0.0023041123,0.0023346303,0.0,0.004216315,0.0
17,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GcCZ2BPXBjgG88tXJCEtkbdg2hNrPbL4EFfbiVRvBZdSQDC,1198859.5,0.0,0.0,0.0,0.0,0.24725719,0.44501704,0.8459144
18,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5DkwfxC9mZTTCsRUt6nrnwQEWVrhsmY13SBRparj6cpAVxVY,248651.98,0.0,0.0,0.0,0.0,0.055115588,0.099194705,0.8549935
19,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,5CMEwRYLefRmtJg7zzRyJtcXrQqmspr9B1r1nKySDReA37Z1,83161.734,0.0,0.0,0.0,0.0,0.016342413,0.029426603,0.7683986
20,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5CAwB3dSiMC5jJfpvVU47zT3Gyz5ZDoiyHMaYZUuNs5hFh2P,322589.44,0.0,0.0,0.0,0.0,0.06366064,0.114571184,0.7764706
21,5FUdwrxaDTRGwdK1DRoGx39hGVQ6dcCpCNs532FD8bR5WFCG,5Esx9Dbpzmy4mz5UNkdN5ncTRNwZqLX9oJCpgZqNXpMZrksb,0.0,0.0044708936,0.9496605,0.004089418,0.0044708936,0.0,0.008066146,0.0
