UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5EvNVAXLiD1AvEoLrUyq35A5VEuhkLcSHKS2NrbVxhLKeJi6,5DiNDMFkoxpzSnf1UkZjpBryxjM7YMcwzvB7PBSG1CNv4wWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5DZwTaLNkmzE1J9XLF3i5bxPsZTcrXmxDU4AREHiznYP15N9,5Hfy8MFZSz7zW3a94CRLSiMYEuVDGm5CWSaJ6sRnr8q2Y9u5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5HHPU9A36Su1kFfepFuq6eM1dpDRUveaZvnMWnbPbbchnVUu,5FHfABtAo5nfhbZLaUnC6obHBsAL7kANSTw3zuhFaHxYF2X1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5Fbm3FfwQj48HexdYMPhxUJxZGNwFqYadAUMY9NAQYrXd4DD,5G9swfhUrBmJYYdtG9oP9eRZ3tafuZbehvSX65Kdzk7xNc5x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5F1qZgkhF7bEMCSvtWz3fvcGrSrjknUF2JCPHaeeFviaEkXF,5GKHAxW8NJDQm8r3uLNXc3ez739tdDemgYRXTdVEi2vFKHQT,0.7499691,0.0066376748,0.90864426,0.0066529335,0.0066376748,0.0,0.039883874,0.0
5,5FXK8bn3fw7HGkw9PYnSpHVzbM1yRNWfitcVCzDhD3jsroZy,5CogaRHH5pKAX2swfnNbGukVHGSSqzCTJuSXhj9Lp7ufnqCd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5DAquRK715daqkTMC4S4n2NrU4SFVyKQNso6rLNrLp3xuox1,5HjbyryyMpULN69D1H9oaxrbj5cmFxWMDNob5aamvgQF3ugU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5GNnJ1FAtGANqGZAMq9SaYTztK9dSQm2NFY13jwWMjXAh9iq,5E2k9XaYg3qscRQQrp1RN11WdFG1CrPupQ5n14xmZUgFcve2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5GRFkH3rErwhVE3JL1ZrRtb85UjExC4geDyJiqoFkc58thsc,5FQnYyVJunX4ynxAPPhx7LodyqQMUE64SxAUwk7cxb6MSv4j,1.5650092,0.014114595,0.91053635,0.013321126,0.014114595,0.0,0.08469488,0.0
9,5FW2zV44higWyUj8jtaTA6TdwKNw88LQ8vrkphgJu4HEpVPk,5CS96ckqKnd2snQ4rQKAvUpMh2pikRmCHb4H7TDzEt2AM9ZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5FRk7pM5bEWKTFZEzCfGeUbNojjZdzPy2gZD6cUH2zLXVHyN,5G9swfhUrBmJYYdtG9oP9eRZ3tafuZbehvSX65Kdzk7xNc5x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5EYyrshfFFAJTSvfAsHJytpH4ac5D5Nvb2haKGuSy3oK8Nhr,5HjbyryyMpULN69D1H9oaxrbj5cmFxWMDNob5aamvgQF3ugU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,325238.3,0.0,0.0,0.0,0.0,0.059616998,0.35768038,0.7191577
13,5HVTGRsjKQvGhF3Fyq6DQqd88gBzYXq818QSKkkRoDV6Dk1S,5CS96ckqKnd2snQ4rQKAvUpMh2pikRmCHb4H7TDzEt2AM9ZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
