UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5DvHV8iFd5PLxRPeRv6gJCWdu4wPoUBycoQ58PtJ6Vbi8xac,5DFtsLukQEb3jB4TRC74FtAkQiRPBjcNoe8j6Kp1S792qNzX,1.1642927,0.0008545052,0.9487602,0.0009002823,0.0008545052,0.0,0.00135345,0.0
1,5F1qSuaSdA2K2cxBb8frHJpBUPmRFgnynJxAs61n9mxwH6Yh,5CMMPpauwi4tSMKXgoYobx6GSsFVtnvUm7vRD56DHf1SuA1z,0.11739092,0.0008545052,0.9156176,0.0009002823,0.0008545052,0.0,0.001372296,0.0
2,5HTr4aiyMvs4CgmXhop3XJHpmbsnk6yoakznLajmBJa8u8EK,5DysqpZ6cAypRmgBQEyVPRhS9WBt63jo36Lm65Burn2j6ET1,0.58869183,0.0010833906,0.9041123,0.0011444266,0.0010833906,0.0,0.001737957,0.0
3,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5CAwB3dSiMC5jJfpvVU47zT3Gyz5ZDoiyHMaYZUuNs5hFh2P,322589.44,0.0,0.0,0.0,0.0,0.0592813,0.09380659,0.9414969
4,5CaWhxLAwes7p4BXPFGYihrniEt5HubNKnZeytStcGM2DU2S,5F9T2YXFNSgActRk2poe8qwE9jfDbs6nbA6C4qH3ApVXy2FS,2.3552186,0.00088502327,0.9685054,0.00093080034,0.00088502327,0.0,0.001403197,0.0
5,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,5HBtpwxuGNL1gwzwomwR7sjwUt8WXYSuWcLYN6f9KpTZkP4k,1003624.4,0.0,0.0,0.0,0.0,0.16029602,0.25363424,0.29564354
6,5Fy3hDmNuN1qKRUfv6N798x2jjzstk3ND46vzi2raHay6PQr,5HjmhsPvhr1JTQG4QQLspoi6N3B1jfXmNfggwU11xexsvCVd,0.30944312,0.0011139086,0.91404593,0.0010070954,0.0011139086,0.0,0.001777301,0.0
7,5ECPvkySdtvG6YAFCjfj2Z18JQM4NhB7oP7mtH2bKHzPpuUs,5EqktwdR4WWAEktEyM46xoiqh4r7TduDUkjXvtWTBcCZB3nu,0.67585194,0.0009002823,0.9714351,0.00094605936,0.0009002823,0.0,0.001435943,0.0
8,5GHP45PSM3pNkkvK86fPN9Rrq7zwBioDTQhbHupjVJM1rKPz,5CzSA6pp9X3E2tEYUTdQZyFwx173637Hv5LjTFeLG3QSvf2B,3.491356,0.0011444266,0.72706187,0.0010223545,0.0011444266,0.0,0.001815633,0.0
9,5CMRRrAAFYLJ9PpM1BU86guquTM1X271kG87hYQYW3QMjKAZ,5EL13WpJgwzNPFHcgA2jqPTgrRt9CNSVPPH8gJcPhgft2Gnw,3.5058131,0.00073243305,0.90426487,0.0007476921,0.00073243305,0.0,0.001174336,0.0
10,5FbwYitBgj2mySrqpFLgySjpysTPyaht2RfxXMgRcDP4nt2K,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.07811181,0.0012970169,0.6265049,0.0011444266,0.0012970169,0.0,0.002064693,0.0
