UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,475569.06,0.0033875029,0.99688715,0.003921569,0.0033875029,0.14065766,0.29882622,0.9999695
1,5CB1uuFfQEQxTdG6tnWGUMcXBfMLZ31XCRnMzWtNpGJDtZt4,5HQc3J7DoFAo54Luhh39TFmnvKQcXGfW2btQiG8VzJyUc1fj,0.0,0.003921569,0.997055,0.003921569,0.003921569,0.0,0.00815769,0.0
2,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5DkwfxC9mZTTCsRUt6nrnwQEWVrhsmY13SBRparj6cpAVxVY,248651.98,0.0036469062,0.997116,0.0039063096,0.0036469062,0.074921794,0.16299058,0.99998474
3,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5EJAqczgzCMvWcmXhKMZH4vMS5gPy8BjeuHjz5o5yN6RYzX2,49079.992,0.0038757916,0.9970245,0.003921569,0.0038757916,0.0149691,0.039109226,0.99998474
4,5DLEm3hLgiNiqQCSP1CPGjxHTKMbYF9T3KAHykuYH54EXsuK,5H5uiz4cqew7jJ3fKUur36bjWUH1zG5z5drX3rKQNeKQbCTp,0.98866093,0.003921569,0.99729913,0.003921569,0.003921569,0.0,0.008157253,0.0
5,5Fgh4XuCRn23iZJiiK37CRs37WrtvHUfxeCsV5qBQC5Mytcg,5HQc3J7DoFAo54Luhh39TFmnvKQcXGfW2btQiG8VzJyUc1fj,0.16622534,0.003921569,0.99725336,0.003921569,0.003921569,0.0,0.00815748,0.0
6,5F2RTHPwNfjxroQZcAKGxJVPdcXPWgiQsFfQsJkYKZYdu73a,5H5uiz4cqew7jJ3fKUur36bjWUH1zG5z5drX3rKQNeKQbCTp,0.5688269,0.003921569,0.9971618,0.003921569,0.003921569,0.0,0.008157698,0.0
7,5CLrfKFwg5injtrusdoy2WhncYMbuDDkXRPqnRj9pdDT22du,5H5uiz4cqew7jJ3fKUur36bjWUH1zG5z5drX3rKQNeKQbCTp,0.40872344,0.003921569,0.9971313,0.003921569,0.003921569,0.0,0.008157696,0.0
8,5HTNtNDrc1zZYq1nNCfcyJp5V4youEc2EkihTSwSfnNnHeka,5GWCF5UR9nhbEXdWifRL8xiMTUJ4XV4o23L7stbptaDRHMDr,0.9118368,0.003921569,0.99717706,0.003921569,0.003921569,0.0,0.008157684,0.0
9,5EHtNFXKSHit62RKFVd5jdfrWe5zWEQayhu47M8kMAZuZKU5,5DRjvhaVJWf3cVJ7kCEDerpTL2byququK3xyszDNBHdT2hk7,0.10225246,0.003921569,0.9971618,0.003921569,0.003921569,0.0,0.008157698,0.0
10,5FELZRbuaLDVdDA8BStUhUwtzyUNowXW4WAiXZQRwMg7k2yk,5CepEv81CSSjyYWP9ZN1saBFvtWALoUAZHiPn57V1xhYYDdQ,0.77501464,0.003921569,0.9971618,0.003921569,0.003921569,0.0,0.008157686,0.0
11,5HptYk8AqMiScMZwUjDysARKQtvubfSyGWbmnVPhgGQhZ4cx,5DRjvhaVJWf3cVJ7kCEDerpTL2byququK3xyszDNBHdT2hk7,0.02924611,0.003921569,0.9972686,0.003921569,0.003921569,0.0,0.008155979,0.0
12,5DACFwSSueVfoFYoJkVhPMjv2YepXnMM6cKgN3rXh8kVa1M3,5FkQxGdkx5nkpiYWbjwWDrvFjMPqz8Eu5SRhykrDd3pn6nou,0.27181438,0.003921569,0.9972076,0.003921569,0.003921569,0.0,0.008157083,0.0
13,5Et1zWcFjDPbCWemDXu5BYGwMHdav9pRLM9eP8KCVzfcBxe4,5DhxiGN4MfzTbyBh7gE3ABvvp5ZavZm97RWYeJMbKjMLCg3q,0.0,0.003921569,0.9972686,0.003921569,0.003921569,0.0,0.008157342,0.0
14,5FcA1BNXXCssTqgPiu1wLSFrFSHQoNx13oQghGJgRTZgmokN,5G6bGzJe3p54K9wtMUVfnufW6DTEh8Cgsb9nVqNVWQTA5gbB,0.91625965,0.003921569,0.99699396,0.003921569,0.003921569,0.0,0.00815769,0.0
15,5CRx29Def1C8Rn23ZnwopyvV7nzxY6EAz9PSGTY77Tb8cBvm,5CJ8opbJostpqevvyB8gnhNK12yWT5LQ4Ap8rAJk4zLQbVRR,0.1871074,0.003921569,0.99714655,0.003921569,0.003921569,0.0,0.008157686,0.0
16,5FqTXBMzsKHBszhukNGAukB1JFW8vZkfkHgbZLL385xnTNxx,5HQc3J7DoFAo54Luhh39TFmnvKQcXGfW2btQiG8VzJyUc1fj,0.15565431,0.003921569,0.9972839,0.003921569,0.003921569,0.0,0.008156496,0.0
17,5DCWMhftx2kHGmFL5GhVP2HcM8RSugbwbaTDyrNrcUMBh6DJ,5G3sVeEiMoegwurqrsVuLXo1JDwem18x4knbdFC8gmDF96Wq,0.33797044,0.003921569,0.99722284,0.003921569,0.003921569,0.0,0.008157664,0.0
18,5HNFKhPzYSiQnEJjxuYLA1hYvAbr4P6HqTCNuXNjt18o56fn,5CCefwu4fFXkBorK4ETJpaijXTG3LD5J2kBb7U5aEP4eABny,0.0,0.003921569,0.9969787,0.003921569,0.003921569,0.0,0.00815769,0.0
