UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,475569.06,0.025986115,0.99835205,0.026306555,0.025986115,0.012420844,0.001033683,0.026306555
1,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,5CMEwRYLefRmtJg7zzRyJtcXrQqmspr9B1r1nKySDReA37Z1,83161.734,0.025986115,0.99835205,0.026306555,0.025986115,0.002151522,0.000757488,0.026306555
2,5CAmJJZr71sK6nxtCUT2b287fjXGjhrdHU2KKqibdVwZxH92,5ChVGqJUaGyBy1siFUXK1CS9NnkKa9DynWEiwC1HuKPMuuEe,0.16856071,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
3,5G1AUchhJhBzQyHQJ7eTtEbKk1FxRYPWraTNJc5qaPZYAi65,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.017957006,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
4,5FpzpcT5UJtJwqMDGwp74942gnx9b7AChAQEv7P4Jx7HhReu,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.016119959,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
5,5GqM7xatAuu6mRd54BPkKzDSRTwuP4z1opq8u23b22FANn9Y,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.01980286,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
6,5FZBoyUV8WwjA4dnBvD24BYWkqut6p2eppks8smHjXLs5qiC,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.02379297,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
7,5EqvnvLY4GuFyyKiJwkTH2BwgwKasEGtqDwj6yMM2wG9NUBy,5H8XgeEHysDRH1zUsYiA2SFRV2jUUMPFp14QxYmuEXSMmDsd,0.2865249,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
8,5CdQ2JNXaoxahNKv6DjbnZMzicRLaouj8pypZobh14xns4gz,5G9nj4yM2FWjMUdpuVhmJEGHgqYMeRiFRvvWmzJ2MpbbgESL,0.0,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
9,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GcCZ2BPXBjgG88tXJCEtkbdg2hNrPbL4EFfbiVRvBZdSQDC,950207.5,0.0,0.0,0.0,0.0,0.9215534,0.024793629,0.99998474
10,5Dvofq9j6gmdqKpjzYztSQTqKbVygp2HdaSmpn2PUTbzYesS,5DfeQ6vbsdA7na4oPQRFJjZXFCyh328cWBHDbpXL4X3tbhW3,0.033672445,0.040161747,0.0711223,0.026306555,0.040161747,0.0,0.00108066,0.0
11,5DfYWQr4ZedZYVq5gwGGguZFziGuPG6kxQrXtGvpNpa235AU,5FphQgyahkPR3R9eJvazq2D2dfEXQgmqDMwT8aBssArSFKYD,0.8261317,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
12,5GdzeRgv4SZQv2te5Fe36nVCbS6TFojvKGWMwXxk9usSJqB5,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.019636622,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
13,5CXsZz9cz8hmU9wKErPVdEkWqHGUUFhYWJEVjurAj2g4LTht,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.012670244,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
14,5DhY1htAD942LeXJeeBEZSjq5VMwWcnHJLmy1i1UHsPsEXvw,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.019636622,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
15,5GmrMaiDMav3KmHqhXdXZv7YD14mx6UsBtJ4F1t3o2DR84wY,5Fexa381818b6BqeSduunJhvubwTtg39NUJm4LJRN3tkR2bk,0.012924644,0.025986115,0.99835205,0.026306555,0.025986115,0.0,0.000699297,0.0
