UID,HOTKEY,COLDKEY,STAKE(τ),RANK,TRUST,CONSENSUS,INCENTIVE,DIVIDENDS,EMISSION(ρ),VTRUST
0,5DjvyDsTtPzYDHw4RG3qeSuJjYnFdVJy3qn4FDY7JB4NYHc3,5HB4EbnVdtmBVdnrUxce2jDE7BJJM1cv9xV1X1wiriyeKy8R,1.0392411,0.00421149,0.99337757,0.0042267493,0.00421149,0.0,0.013741686,0.0
1,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,325238.3,0.0,0.0,0.0,0.0,0.061814297,0.20158817,0.99714655
2,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5CAwB3dSiMC5jJfpvVU47zT3Gyz5ZDoiyHMaYZUuNs5hFh2P,322589.44,0.0,0.0,0.0,0.0,0.060868237,0.1984952,0.99644464
3,5CXunmzmutFCkZr5wboEmfrevQh96uzqWsT862yTQNVFzoiR,5CaSzRMrbokGEx6YopWV8vJwQsqkDEpAfLJVthaCt1bTYWbN,0.0,0.0042877854,0.9925231,0.004272526,0.0042877854,0.0,0.013987557,0.0
4,5GmmeKh4EryYBtPLQtCAoaGTnHEo8tXSeB7qzgit75dDCWc7,5EqtHymZFTwGMvYgTb7EWgeSsvbHjXJgm4abdLTeqdxZmnjQ,0.78260267,0.004242008,0.99465936,0.0042572673,0.004242008,0.0,0.013865331,0.0
5,5GHYSEHftQ2PTDHKimsziVnPzp4EDJhJrMmx7xCoig42TDdb,5GTVbEdiPtmJ1XWG7FgKaYifLciwWUDDXeauVKgpzKkNDCQL,1.0407676,0.004180972,0.98850995,0.004165713,0.004180972,0.0,0.013670896,0.0
6,5HbfysgoQehe2C82UYuPdP795LtLkVoGSKp2MxZA8jxVeFom,5EaDSUxDnTXR8S6iMdzqFzWNTmiwBo1sgnmmifzVTWfpBzfU,0.7849262,0.0042877854,0.99275196,0.004272526,0.0042877854,0.0,0.014009293,0.0
7,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,5CMEwRYLefRmtJg7zzRyJtcXrQqmspr9B1r1nKySDReA37Z1,83161.734,0.0,0.0,0.0,0.0,0.015671015,0.051105127,0.99331653
8,5FcPX35sk9aQqBV28n6RXZW67Mc5x3BfeB8HdFaNgtiSRkaL,5GTVbEdiPtmJ1XWG7FgKaYifLciwWUDDXeauVKgpzKkNDCQL,1.027112,0.00421149,0.9931029,0.0042267493,0.00421149,0.0,0.013774983,0.0
9,5FHdQteMHccTv1vkF3iWBh2EqLXxv4nkiSmUrSDEy2KMuX5J,5Do8rixjr4CEYjfw1x7F4VGnB7KnFvMDKRwTFiGtCVNfgf47,1.2989421,0.0043183034,0.99592584,0.004303044,0.0043183034,0.0,0.014099367,0.0
10,5F2EQUoP4yV8CU5w7KYMGTZetBcowKGPXbgonVSn1eZcAQUx,5ERVNomntEWHjwea7iohGsfaP4YCRzsEz8vmMmouxXRhsEb3,1.0280864,0.00421149,0.99212635,0.00421149,0.00421149,0.0,0.013770676,0.0
11,5H9dp4Ziw3WvuvWTMydK86TXG3sx79wCXdocMF5rLmSdLXBi,5CfYpcFTJD5i8ZebX8zVcPyt8eEHPn6xEXczK3VofiUve1fL,1.026042,0.004272526,0.9964294,0.004272526,0.004272526,0.0,0.013941331,0.0
12,5GHAJHDCHKd8pM9fxjqRfE1ocSKystjLr1CXnagqHNUbPUND,5EjkdU5v3kiXX1hsz2x6gMUUW5yKyDUnmTJnGL1hT5HcLQVW,1.0459542,0.004272526,0.99401844,0.0042572673,0.004272526,0.0,0.0139642,0.0
13,5HVyuUMX8U1k7cGo1pzFvfeptiVL4eCtoS2wkU3LcwZczBLT,5ERVNomntEWHjwea7iohGsfaP4YCRzsEz8vmMmouxXRhsEb3,1.0412128,0.004272526,0.9954223,0.004272526,0.004272526,0.0,0.013957665,0.0
14,5HpjPMbfJmWnjzWt2sdvo4tAYRPj7qy3B3rXTPsX9YtVDE2D,5GTVbEdiPtmJ1XWG7FgKaYifLciwWUDDXeauVKgpzKkNDCQL,1.0446349,0.00421149,0.9897459,0.004242008,0.00421149,0.0,0.013777917,0.0
15,5F27Eqz2PhyMtGMEce898x31DokNqRVxkm5AhDDe6rDGNvoY,5GYXZBZoFA74nzAGg4R9omd2SfCDHiGufETtrLso6BRzv2p4,52078.35,0.0,0.0,0.0,0.0,0.009781033,0.031921245,0.99371326
16,5EeNfSwziQyRPLgSk87DYfjvEtYAFE4xBDP9eygaSKJ1CSPt,5ERVNomntEWHjwea7iohGsfaP4YCRzsEz8vmMmouxXRhsEb3,1.0445564,0.004242008,0.99514765,0.004242008,0.004242008,0.0,0.013872489,0.0
17,5E9vYwbcsn2iV9ZY8EErt9QtyipVZ1K9iNYJk3gQUR53WpQb,5ERVNomntEWHjwea7iohGsfaP4YCRzsEz8vmMmouxXRhsEb3,1.0426892,0.0042572673,0.9923552,0.0042572673,0.0042572673,0.0,0.013908783,0.0
18,5GWFMDnwhCcWc7CNA27PChVnmETxCAmSJwh6eqzB2M9YKBW3,5Dc6PyVDbKd9ApKgsY8Sn1tpebeb5NBNWKhZtZn1dQTF2gZz,1.0422366,0.004242008,0.9914397,0.004242008,0.004242008,0.0,0.013881596,0.0
19,5EtNEwh76BLyN22jE3scrHbzGWbkmeEtkh412meu8cGRxNC7,5GTVbEdiPtmJ1XWG7FgKaYifLciwWUDDXeauVKgpzKkNDCQL,0.19523697,0.0039673457,0.9953918,0.004165713,0.0039673457,0.0,0.012975684,0.0
